,Airlines,Travel_date,From,To,Departuretime,Arrivaltime,Stops,Price
41,IndiGo,31/05/2022,Goa,NewDelhi,01:20,05:50,1stopviaAhmedabad,"5835"
42,SpiceJet,31/05/2022,Goa,NewDelhi,15:00,17:45,Nonstop,"6364"
0,AirAsia,01/03/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"5411"
1,GoFirst,01/03/2022,Goa,Mumbai,23:55,01:20,Nonstop,"5631"
2,SpiceJet,01/03/2022,Goa,Mumbai,05:25,06:40,Nonstop,"6155"
3,AirAsia,01/03/2022,Goa,Mumbai,06:25,07:40,Nonstop,"3741"
4,GoFirst,01/03/2022,Goa,Mumbai,06:40,07:50,Nonstop,"3845"
5,SpiceJet,01/03/2022,Goa,Mumbai,05:25,06:40,Nonstop,"3845"
6,AirIndia,01/03/2022,Goa,Mumbai,07:05,08:20,Nonstop,"4582"
7,AirAsia,01/03/2022,Goa,Mumbai,01:05,02:25,Nonstop,"4684"
8,AirAsia,01/03/2022,Goa,Mumbai,20:05,07:15,"2stopviaHyderabad,Bengaluru","6230"
9,AirAsia,01/03/2022,Goa,Mumbai,17:55,07:15,"2stopviaHyderabad,Bengaluru","6230"
10,AirAsia,01/03/2022,Goa,Mumbai,01:05,02:25,Nonstop,"6368"
11,IndiGo,01/03/2022,Goa,Mumbai,23:30,00:40,Nonstop,"6681"
12,AirAsia,01/03/2022,Goa,Mumbai,06:25,07:40,Nonstop,"7153"
13,AirIndia,01/03/2022,Goa,Mumbai,23:00,00:10,Nonstop,"7312"
14,AirAsia,01/03/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"8044"
15,GoFirst,01/03/2022,Goa,Mumbai,06:40,07:50,Nonstop,"8045"
16,AirIndia,01/03/2022,Goa,Mumbai,17:30,23:55,"2stopviaMysore,Hyderabad","9255"
17,IndiGo,01/03/2022,Goa,Mumbai,01:35,02:55,Nonstop,"9831"
18,IndiGo,01/03/2022,Goa,Mumbai,06:55,08:10,Nonstop,"9831"
19,IndiGo,01/03/2022,Goa,Mumbai,13:10,14:25,Nonstop,"9831"
20,GoFirst,01/03/2022,Goa,Mumbai,13:15,14:35,Nonstop,"9831"
21,SpiceJet,01/03/2022,Goa,Mumbai,13:30,14:45,Nonstop,"9831"
22,IndiGo,01/03/2022,Goa,Mumbai,16:30,17:45,Nonstop,"9831"
23,GoFirst,01/03/2022,Goa,Mumbai,17:00,18:20,Nonstop,"9831"
24,SpiceJet,01/03/2022,Goa,Mumbai,17:35,18:50,Nonstop,"9831"
25,GoFirst,01/03/2022,Goa,Mumbai,18:15,19:40,Nonstop,"9831"
26,IndiGo,01/03/2022,Goa,Mumbai,18:30,19:40,Nonstop,"9831"
27,AirIndia,01/03/2022,Goa,Mumbai,07:05,08:20,Nonstop,"9832"
28,Vistara,01/03/2022,Goa,Mumbai,13:20,14:45,Nonstop,"9832"
29,AirIndia,01/03/2022,Goa,Mumbai,15:20,16:35,Nonstop,"9832"
30,GoFirst,01/03/2022,Goa,Mumbai,20:40,02:00,1stopviaAhmedabad,"12219"
31,GoFirst,01/03/2022,Goa,Mumbai,20:40,02:00,1stopviaAhmedabad,"12219"
32,Vistara,01/03/2022,Goa,Mumbai,14:40,20:45,1stopviaBengaluru,"14925"
33,Vistara,01/03/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"15502"
0,AirAsia,16/03/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,16/03/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,GoFirst,16/03/2022,Goa,Mumbai,06:40,07:50,Nonstop,"2000"
3,GoFirst,16/03/2022,Goa,Mumbai,23:55,01:20,Nonstop,"2000"
4,IndiGo,16/03/2022,Goa,Mumbai,01:35,02:55,Nonstop,"2214"
5,SpiceJet,16/03/2022,Goa,Mumbai,05:25,06:40,Nonstop,"2374"
6,AirIndia,16/03/2022,Goa,Mumbai,07:05,08:20,Nonstop,"2419"
7,IndiGo,16/03/2022,Goa,Mumbai,06:55,08:10,Nonstop,"2479"
8,IndiGo,16/03/2022,Goa,Mumbai,23:30,00:40,Nonstop,"2479"
9,AirAsia,16/03/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"3634"
10,AirAsia,16/03/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"3634"
11,AirAsia,16/03/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"3634"
12,AirAsia,16/03/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"3634"
13,AirAsia,16/03/2022,Goa,Mumbai,20:05,07:15,"2stopviaHyderabad,Bengaluru","3634"
14,GoFirst,16/03/2022,Goa,Mumbai,14:00,21:50,1stopviaBengaluru,"3635"
15,GoFirst,16/03/2022,Goa,Mumbai,23:45,10:10,1stopviaNewDelhi,"3635"
16,GoFirst,16/03/2022,Goa,Mumbai,18:15,19:40,Nonstop,"3636"
17,GoFirst,16/03/2022,Goa,Mumbai,13:15,14:35,Nonstop,"3845"
18,GoFirst,16/03/2022,Goa,Mumbai,17:00,18:20,Nonstop,"3845"
19,SpiceJet,16/03/2022,Goa,Mumbai,13:30,14:45,Nonstop,"3941"
20,AirIndia,16/03/2022,Goa,Mumbai,15:20,16:35,Nonstop,"3994"
21,AirIndia,16/03/2022,Goa,Mumbai,23:00,00:10,Nonstop,"3994"
22,IndiGo,16/03/2022,Goa,Mumbai,13:10,14:25,Nonstop,"4056"
23,IndiGo,16/03/2022,Goa,Mumbai,18:30,19:40,Nonstop,"4056"
24,AirAsia,16/03/2022,Goa,Mumbai,17:55,00:35,"2stopviaHyderabad,Bengaluru","4296"
25,SpiceJet,16/03/2022,Goa,Mumbai,17:35,18:50,Nonstop,"4887"
26,Vistara,16/03/2022,Goa,Mumbai,13:20,14:45,Nonstop,"4897"
27,AirIndia,16/03/2022,Goa,Mumbai,21:00,22:25,Nonstop,"5107"
28,AirIndia,16/03/2022,Goa,Mumbai,17:30,23:55,"2stopviaMysore,Hyderabad","6052"
29,GoFirst,16/03/2022,Goa,Mumbai,20:40,02:00,1stopviaAhmedabad,"6331"
30,IndiGo,16/03/2022,Goa,Mumbai,16:30,17:45,Nonstop,"6471"
0,AirAsia,31/03/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,31/03/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,GoFirst,31/03/2022,Goa,Mumbai,06:45,08:00,Nonstop,"2000"
3,IndiGo,31/03/2022,Goa,Mumbai,23:25,00:50,Nonstop,"2000"
4,GoFirst,31/03/2022,Goa,Mumbai,23:50,01:10,Nonstop,"2000"
5,AirIndia,31/03/2022,Goa,Mumbai,06:50,08:05,Nonstop,"2104"
6,AirIndia,31/03/2022,Goa,Mumbai,23:10,00:35,Nonstop,"2104"
7,GoFirst,31/03/2022,Goa,Mumbai,17:25,18:50,Nonstop,"2138"
8,IndiGo,31/03/2022,Goa,Mumbai,06:55,08:20,Nonstop,"2214"
9,SpiceJet,31/03/2022,Goa,Mumbai,17:35,19:10,Nonstop,"2480"
10,GoFirst,31/03/2022,Goa,Mumbai,13:15,14:40,Nonstop,"2667"
11,SpiceJet,31/03/2022,Goa,Mumbai,13:30,14:55,Nonstop,"2690"
12,AirIndia,31/03/2022,Goa,Mumbai,21:00,22:25,Nonstop,"2745"
13,IndiGo,31/03/2022,Goa,Mumbai,18:45,20:05,Nonstop,"3003"
14,IndiGo,31/03/2022,Goa,Mumbai,13:10,14:35,Nonstop,"3265"
15,IndiGo,31/03/2022,Goa,Mumbai,16:30,17:50,Nonstop,"3265"
16,AirIndia,31/03/2022,Goa,Mumbai,15:20,16:35,Nonstop,"3364"
17,AirAsia,31/03/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"3634"
18,AirAsia,31/03/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"3634"
19,AirAsia,31/03/2022,Goa,Mumbai,17:55,00:35,"2stopviaHyderabad,Bengaluru","3634"
20,AirAsia,31/03/2022,Goa,Mumbai,17:55,00:35,"2stopviaHyderabad,Bengaluru","3634"
21,AirAsia,31/03/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"3634"
22,AirAsia,31/03/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"3634"
23,Vistara,31/03/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4395"
24,GoFirst,31/03/2022,Goa,Mumbai,13:50,18:15,1stopviaBengaluru,"4422"
25,AirIndia,31/03/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4881"
26,Vistara,31/03/2022,Goa,Mumbai,13:20,14:45,Nonstop,"4897"
27,GoFirst,31/03/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"5619"
0,AirAsia,15/04/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,15/04/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,GoFirst,15/04/2022,Goa,Mumbai,06:45,08:00,Nonstop,"2000"
3,IndiGo,15/04/2022,Goa,Mumbai,06:55,08:20,Nonstop,"2000"
4,IndiGo,15/04/2022,Goa,Mumbai,23:25,00:50,Nonstop,"2000"
5,GoFirst,15/04/2022,Goa,Mumbai,23:50,01:10,Nonstop,"2000"
6,AirIndia,15/04/2022,Goa,Mumbai,06:50,08:05,Nonstop,"2104"
7,AirIndia,15/04/2022,Goa,Mumbai,15:20,16:35,Nonstop,"2104"
8,AirIndia,15/04/2022,Goa,Mumbai,23:10,00:35,Nonstop,"2104"
9,GoFirst,15/04/2022,Goa,Mumbai,13:15,14:40,Nonstop,"2138"
10,Vistara,15/04/2022,Goa,Mumbai,13:20,14:45,Nonstop,"2608"
11,GoFirst,15/04/2022,Goa,Mumbai,17:25,18:50,Nonstop,"2667"
12,GoFirst,15/04/2022,Goa,Mumbai,18:30,20:05,Nonstop,"2667"
13,IndiGo,15/04/2022,Goa,Mumbai,13:10,14:35,Nonstop,"2744"
14,IndiGo,15/04/2022,Goa,Mumbai,16:30,17:50,Nonstop,"2744"
15,IndiGo,15/04/2022,Goa,Mumbai,18:45,20:05,Nonstop,"2744"
16,SpiceJet,15/04/2022,Goa,Mumbai,13:30,14:55,Nonstop,"3207"
17,SpiceJet,15/04/2022,Goa,Mumbai,17:35,19:10,Nonstop,"3207"
18,AirIndia,15/04/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
19,AirIndia,15/04/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
20,AirIndia,15/04/2022,Goa,Mumbai,21:00,08:35,1stopviaBengaluru,"4341"
21,AirAsia,15/04/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"4377"
22,GoFirst,15/04/2022,Goa,Mumbai,13:50,18:15,1stopviaBengaluru,"4469"
23,Vistara,15/04/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4746"
24,AirAsia,15/04/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"4767"
25,AirIndia,15/04/2022,Goa,Mumbai,21:00,22:25,Nonstop,"5107"
26,GoFirst,15/04/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"5619"
27,GoFirst,15/04/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"5619"
28,AirIndia,15/04/2022,Goa,Mumbai,01:15,09:05,1stopviaNewDelhi,"6301"
29,GoFirst,15/04/2022,Goa,Mumbai,17:25,01:00,1stopviaNewDelhi,"6981"
30,GoFirst,15/04/2022,Goa,Mumbai,23:35,08:55,1stopviaNewDelhi,"6981"
31,Vistara,15/04/2022,Goa,Mumbai,21:55,08:00,1stopviaNewDelhi,"7113"
32,AirAsia,15/04/2022,Goa,Mumbai,15:30,22:15,1stopviaNewDelhi,"7887"
33,AirAsia,15/04/2022,Goa,Mumbai,08:20,22:15,1stopviaNewDelhi,"7887"
34,AirAsia,15/04/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"7887"
35,AirAsia,15/04/2022,Goa,Mumbai,16:35,06:35,1stopviaNewDelhi,"7887"
36,Vistara,15/04/2022,Goa,Mumbai,14:30,22:50,1stopviaNewDelhi,"9899"
37,Vistara,15/04/2022,Goa,Mumbai,14:30,21:15,1stopviaNewDelhi,"10564"
0,AirAsia,30/04/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,30/04/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,GoFirst,30/04/2022,Goa,Mumbai,06:45,08:00,Nonstop,"2000"
3,GoFirst,30/04/2022,Goa,Mumbai,23:50,01:10,Nonstop,"2000"
4,AirIndia,30/04/2022,Goa,Mumbai,06:50,08:05,Nonstop,"2104"
5,AirIndia,30/04/2022,Goa,Mumbai,15:20,16:35,Nonstop,"2104"
6,GoFirst,30/04/2022,Goa,Mumbai,13:15,14:40,Nonstop,"2138"
7,Vistara,30/04/2022,Goa,Mumbai,13:20,14:45,Nonstop,"2608"
8,GoFirst,30/04/2022,Goa,Mumbai,17:25,18:50,Nonstop,"2667"
9,GoFirst,30/04/2022,Goa,Mumbai,18:30,20:05,Nonstop,"2667"
10,IndiGo,30/04/2022,Goa,Mumbai,06:55,08:20,Nonstop,"2744"
11,IndiGo,30/04/2022,Goa,Mumbai,13:10,14:35,Nonstop,"2744"
12,IndiGo,30/04/2022,Goa,Mumbai,16:30,17:50,Nonstop,"2744"
13,IndiGo,30/04/2022,Goa,Mumbai,18:45,20:05,Nonstop,"2744"
14,IndiGo,30/04/2022,Goa,Mumbai,23:25,00:50,Nonstop,"2744"
15,SpiceJet,30/04/2022,Goa,Mumbai,13:30,14:55,Nonstop,"3207"
16,SpiceJet,30/04/2022,Goa,Mumbai,17:35,19:10,Nonstop,"3207"
17,AirIndia,30/04/2022,Goa,Mumbai,23:10,00:35,Nonstop,"3364"
18,AirIndia,30/04/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
19,AirIndia,30/04/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
20,AirAsia,30/04/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"4377"
21,GoFirst,30/04/2022,Goa,Mumbai,13:50,00:15,1stopviaBengaluru,"4469"
22,Vistara,30/04/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4746"
23,AirIndia,30/04/2022,Goa,Mumbai,21:00,08:35,1stopviaBengaluru,"4967"
24,GoFirst,30/04/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"5619"
25,AirIndia,30/04/2022,Goa,Mumbai,21:00,22:25,Nonstop,"5685"
26,AirIndia,30/04/2022,Goa,Mumbai,01:15,09:05,1stopviaNewDelhi,"6826"
27,AirIndia,30/04/2022,Goa,Mumbai,01:15,09:05,1stopviaNewDelhi,"6826"
28,GoFirst,30/04/2022,Goa,Mumbai,17:25,01:00,1stopviaNewDelhi,"6981"
29,GoFirst,30/04/2022,Goa,Mumbai,23:35,08:55,1stopviaNewDelhi,"6981"
30,Vistara,30/04/2022,Goa,Mumbai,14:30,22:50,1stopviaNewDelhi,"7428"
31,Vistara,30/04/2022,Goa,Mumbai,21:55,11:35,1stopviaNewDelhi,"7861"
32,AirAsia,30/04/2022,Goa,Mumbai,15:30,22:15,1stopviaNewDelhi,"7887"
33,AirAsia,30/04/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"7887"
34,AirAsia,30/04/2022,Goa,Mumbai,16:35,06:35,1stopviaNewDelhi,"7887"
35,Vistara,30/04/2022,Goa,Mumbai,14:30,21:15,1stopviaNewDelhi,"8051"
36,Vistara,30/04/2022,Goa,Mumbai,21:55,11:10,1stopviaNewDelhi,"8261"
0,AirAsia,15/05/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,15/05/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,AirIndia,15/05/2022,Goa,Mumbai,06:50,08:05,Nonstop,"2104"
3,AirIndia,15/05/2022,Goa,Mumbai,23:10,00:35,Nonstop,"2104"
4,Vistara,15/05/2022,Goa,Mumbai,08:40,09:55,Nonstop,"2608"
5,IndiGo,15/05/2022,Goa,Mumbai,06:55,08:20,Nonstop,"2744"
6,IndiGo,15/05/2022,Goa,Mumbai,23:25,00:50,Nonstop,"2744"
7,Vistara,15/05/2022,Goa,Mumbai,13:20,14:45,Nonstop,"2871"
8,GoFirst,15/05/2022,Goa,Mumbai,06:45,08:00,Nonstop,"2981"
9,GoFirst,15/05/2022,Goa,Mumbai,13:15,14:40,Nonstop,"2981"
10,GoFirst,15/05/2022,Goa,Mumbai,23:50,01:10,Nonstop,"2981"
11,SpiceJet,15/05/2022,Goa,Mumbai,13:30,14:55,Nonstop,"3207"
12,SpiceJet,15/05/2022,Goa,Mumbai,17:35,19:10,Nonstop,"3207"
13,IndiGo,15/05/2022,Goa,Mumbai,13:10,14:35,Nonstop,"3265"
14,IndiGo,15/05/2022,Goa,Mumbai,16:30,17:50,Nonstop,"3265"
15,IndiGo,15/05/2022,Goa,Mumbai,18:45,20:05,Nonstop,"3265"
16,AirIndia,15/05/2022,Goa,Mumbai,15:20,16:35,Nonstop,"3364"
17,GoFirst,15/05/2022,Goa,Mumbai,17:25,18:50,Nonstop,"3507"
18,GoFirst,15/05/2022,Goa,Mumbai,18:30,20:05,Nonstop,"3507"
19,AirIndia,15/05/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
20,AirIndia,15/05/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
21,AirAsia,15/05/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"4377"
22,AirAsia,15/05/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"4377"
23,AirIndia,15/05/2022,Goa,Mumbai,21:00,22:25,Nonstop,"4582"
24,GoFirst,15/05/2022,Goa,Mumbai,13:50,18:15,1stopviaBengaluru,"4644"
25,GoFirst,15/05/2022,Goa,Mumbai,13:50,18:15,1stopviaBengaluru,"4644"
26,Vistara,15/05/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4746"
27,GoFirst,15/05/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"5619"
28,AirIndia,15/05/2022,Goa,Mumbai,01:15,09:05,1stopviaNewDelhi,"6301"
29,GoFirst,15/05/2022,Goa,Mumbai,17:25,01:00,1stopviaNewDelhi,"6981"
30,Vistara,15/05/2022,Goa,Mumbai,10:25,16:30,1stopviaNewDelhi,"7336"
0,AirAsia,31/05/2022,Goa,Mumbai,01:05,02:25,Nonstop,"2000"
1,AirAsia,31/05/2022,Goa,Mumbai,06:25,07:40,Nonstop,"2000"
2,GoFirst,31/05/2022,Goa,Mumbai,06:45,08:00,Nonstop,"2000"
3,GoFirst,31/05/2022,Goa,Mumbai,23:50,01:10,Nonstop,"2000"
4,AirIndia,31/05/2022,Goa,Mumbai,06:50,08:05,Nonstop,"2104"
5,AirIndia,31/05/2022,Goa,Mumbai,15:20,16:35,Nonstop,"2104"
6,AirIndia,31/05/2022,Goa,Mumbai,23:10,00:35,Nonstop,"2104"
7,Vistara,31/05/2022,Goa,Mumbai,13:20,14:45,Nonstop,"2608"
8,IndiGo,31/05/2022,Goa,Mumbai,06:55,08:20,Nonstop,"2744"
9,IndiGo,31/05/2022,Goa,Mumbai,23:25,00:50,Nonstop,"2744"
10,GoFirst,31/05/2022,Goa,Mumbai,17:25,18:50,Nonstop,"2981"
11,GoFirst,31/05/2022,Goa,Mumbai,18:30,20:05,Nonstop,"2981"
12,SpiceJet,31/05/2022,Goa,Mumbai,13:30,14:55,Nonstop,"3207"
13,SpiceJet,31/05/2022,Goa,Mumbai,17:35,19:10,Nonstop,"3207"
14,IndiGo,31/05/2022,Goa,Mumbai,13:10,14:35,Nonstop,"3265"
15,IndiGo,31/05/2022,Goa,Mumbai,16:30,17:50,Nonstop,"3265"
16,IndiGo,31/05/2022,Goa,Mumbai,18:45,20:05,Nonstop,"3265"
17,GoFirst,31/05/2022,Goa,Mumbai,13:15,14:40,Nonstop,"3507"
18,AirIndia,31/05/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
19,AirIndia,31/05/2022,Goa,Mumbai,17:30,23:50,"2stopviaMysore,Hyderabad","4267"
20,AirAsia,31/05/2022,Goa,Mumbai,07:35,20:35,1stopviaBengaluru,"4377"
21,AirAsia,31/05/2022,Goa,Mumbai,22:30,07:15,1stopviaBengaluru,"4377"
22,GoFirst,31/05/2022,Goa,Mumbai,13:50,18:15,1stopviaBengaluru,"4469"
23,AirIndia,31/05/2022,Goa,Mumbai,21:00,22:25,Nonstop,"4582"
24,Vistara,31/05/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4746"
25,Vistara,31/05/2022,Goa,Mumbai,14:40,20:15,1stopviaBengaluru,"4746"
26,AirIndia,31/05/2022,Goa,Mumbai,01:15,10:10,1stopviaNewDelhi,"6301"
27,GoFirst,31/05/2022,Goa,Mumbai,20:30,02:00,1stopviaAhmedabad,"6331"
28,AirIndia,31/05/2022,Goa,Mumbai,01:15,09:05,1stopviaNewDelhi,"6616"
29,AirIndia,31/05/2022,Goa,Mumbai,21:00,08:35,1stopviaBengaluru,"6703"
30,GoFirst,31/05/2022,Goa,Mumbai,17:25,01:00,1stopviaNewDelhi,"6981"
31,GoFirst,31/05/2022,Goa,Mumbai,23:35,08:55,1stopviaNewDelhi,"6981"
32,Vistara,31/05/2022,Goa,Mumbai,14:30,23:50,1stopviaNewDelhi,"7113"
33,Vistara,31/05/2022,Goa,Mumbai,21:55,14:00,1stopviaNewDelhi,"7336"
34,Vistara,31/05/2022,Goa,Mumbai,21:55,08:00,1stopviaNewDelhi,"7638"
35,AirAsia,31/05/2022,Goa,Mumbai,08:20,22:15,1stopviaNewDelhi,"7887"
36,Vistara,31/05/2022,Goa,Mumbai,14:30,21:15,1stopviaNewDelhi,"8261"
37,AirAsia,31/05/2022,Goa,Mumbai,15:30,22:15,1stopviaNewDelhi,"8276"
38,AirAsia,31/05/2022,Goa,Mumbai,23:05,06:35,1stopviaNewDelhi,"8276"
39,AirAsia,31/05/2022,Goa,Mumbai,16:35,06:35,1stopviaNewDelhi,"8276"
0,SpiceJet,01/03/2022,Goa,Pune,19:10,20:10,Nonstop,"6051"
1,IndiGo,01/03/2022,Goa,Pune,02:05,02:55,Nonstop,"6156"
2,SpiceJet,01/03/2022,Goa,Pune,13:55,14:55,Nonstop,"6365"
3,IndiGo,01/03/2022,Goa,Pune,02:05,02:55,Nonstop,"3636"
4,SpiceJet,01/03/2022,Goa,Pune,19:10,20:10,Nonstop,"3845"
5,SpiceJet,01/03/2022,Goa,Pune,13:55,14:55,Nonstop,"5421"
6,AirAsia,01/03/2022,Goa,Pune,17:55,23:20,"2stopviaHyderabad,Bengaluru","6597"
7,AirAsia,01/03/2022,Goa,Pune,07:35,14:25,1stopviaBengaluru,"9454"
8,GoFirst,01/03/2022,Goa,Pune,14:00,18:15,1stopviaBengaluru,"12457"
9,AirIndia,01/03/2022,Goa,Pune,17:30,18:10,"3stopviaMysore,Hyderabad,NewDelhi","12576"
10,GoFirst,01/03/2022,Goa,Pune,23:45,11:45,1stopviaNewDelhi,"15999"
11,Vistara,01/03/2022,Goa,Pune,14:30,22:55,1stopviaNewDelhi,"20647"
12,Vistara,01/03/2022,Goa,Pune,13:20,22:55,"2stopviaMumbai,NewDelhi","20962"
13,AirIndia,01/03/2022,Goa,Pune,15:20,06:35,"2stopviaMumbai,NewDelhi","20962"
14,AirIndia,01/03/2022,Goa,Pune,15:20,06:35,"2stopviaMumbai,NewDelhi","20962"
15,AirIndia,01/03/2022,Goa,Pune,15:20,06:35,"2stopviaMumbai,NewDelhi","20962"
16,Vistara,01/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","21664"
17,Vistara,01/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","21664"
18,Vistara,01/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","21664"
19,Vistara,01/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","21664"
20,AirIndia,01/03/2022,Goa,Pune,21:00,18:10,"2stopviaBengaluru,NewDelhi","22485"
21,AirIndia,01/03/2022,Goa,Pune,21:00,18:10,"2stopviaBengaluru,NewDelhi","22485"
22,Vistara,01/03/2022,Goa,Pune,21:55,08:05,1stopviaNewDelhi,"22537"
23,AirIndia,01/03/2022,Goa,Pune,14:10,06:35,1stopviaNewDelhi,"26107"
24,AirIndia,01/03/2022,Goa,Pune,07:05,18:10,"2stopviaMumbai,NewDelhi","30727"
0,IndiGo,16/03/2022,Goa,Pune,02:05,02:55,Nonstop,"3426"
1,AirAsia,16/03/2022,Goa,Pune,07:35,14:25,1stopviaBengaluru,"3637"
2,AirAsia,16/03/2022,Goa,Pune,17:55,23:20,"2stopviaHyderabad,Bengaluru","4054"
3,SpiceJet,16/03/2022,Goa,Pune,19:10,20:10,Nonstop,"4214"
4,SpiceJet,16/03/2022,Goa,Pune,13:55,14:55,Nonstop,"4685"
5,GoFirst,16/03/2022,Goa,Pune,14:00,18:15,1stopviaBengaluru,"5069"
6,GoFirst,16/03/2022,Goa,Pune,23:45,11:45,1stopviaNewDelhi,"6979"
7,AirIndia,16/03/2022,Goa,Pune,07:05,18:10,"2stopviaMumbai,NewDelhi","7750"
8,AirIndia,16/03/2022,Goa,Pune,15:20,07:00,"2stopviaMumbai,NewDelhi","7938"
9,Vistara,16/03/2022,Goa,Pune,21:55,08:05,1stopviaNewDelhi,"10174"
10,Vistara,16/03/2022,Goa,Pune,13:20,08:05,"2stopviaMumbai,NewDelhi","11169"
11,Vistara,16/03/2022,Goa,Pune,13:20,22:55,"2stopviaMumbai,NewDelhi","11589"
12,Vistara,16/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","12234"
13,Vistara,16/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","12234"
14,Vistara,16/03/2022,Goa,Pune,14:40,08:05,"2stopviaBengaluru,NewDelhi","12234"
15,AirIndia,16/03/2022,Goa,Pune,14:10,11:30,"3stopviaNewDelhi,Ahmedabad,Nasik","12972"
16,Vistara,16/03/2022,Goa,Pune,14:30,22:55,1stopviaNewDelhi,"13647"
17,AirIndia,16/03/2022,Goa,Pune,21:00,18:10,"2stopviaBengaluru,NewDelhi","14331"
0,IndiGo,31/03/2022,Goa,Pune,02:00,02:55,Nonstop,"3426"
1,AirAsia,31/03/2022,Goa,Pune,07:35,14:25,1stopviaBengaluru,"3637"
2,AirAsia,31/03/2022,Goa,Pune,17:55,23:20,"2stopviaHyderabad,Bengaluru","3637"
3,SpiceJet,31/03/2022,Goa,Pune,14:20,15:20,Nonstop,"3741"
4,GoFirst,31/03/2022,Goa,Pune,13:50,18:40,1stopviaBengaluru,"5069"
5,AirIndia,31/03/2022,Goa,Pune,23:10,12:05,"2stopviaMumbai,Bhopal","6421"
6,GoFirst,31/03/2022,Goa,Pune,23:35,10:55,1stopviaNewDelhi,"6979"
7,AirIndia,31/03/2022,Goa,Pune,21:00,12:05,"2stopviaMumbai,Bhopal","7061"
8,Vistara,31/03/2022,Goa,Pune,21:55,12:35,1stopviaNewDelhi,"7360"
9,AirIndia,31/03/2022,Goa,Pune,06:50,18:10,"2stopviaMumbai,NewDelhi","7435"
10,AirIndia,31/03/2022,Goa,Pune,01:15,07:05,1stopviaNewDelhi,"8172"
