,Airlines,Travel_date,From,To,Departuretime,Arrivaltime,Stops,Price
0,AirAsia,01/03/2022,NewDelhi,Mumbai,08:20,14:10,1stopviaRanchi,"5953"
1,AirAsia,01/03/2022,NewDelhi,Mumbai,08:20,14:10,1stopviaRanchi,"5953"
2,AirAsia,01/03/2022,NewDelhi,Mumbai,20:00,02:25,1stopviaGoa,"5953"
3,AirAsia,01/03/2022,NewDelhi,Mumbai,12:20,02:25,1stopviaGoa,"5953"
4,AirAsia,01/03/2022,NewDelhi,Mumbai,20:45,07:15,1stopviaBengaluru,"5953"
5,AirAsia,01/03/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"5953"
6,GoFirst,01/03/2022,NewDelhi,Mumbai,06:05,14:05,1stopviaPatna,"5954"
7,GoFirst,01/03/2022,NewDelhi,Mumbai,09:00,15:45,1stopviaLucknow,"5954"
8,GoFirst,01/03/2022,NewDelhi,Mumbai,06:00,15:45,1stopviaLucknow,"5954"
9,GoFirst,01/03/2022,NewDelhi,Mumbai,09:10,17:50,1stopviaVaranasi,"5954"
10,GoFirst,01/03/2022,NewDelhi,Mumbai,12:50,22:05,1stopviaRanchi,"5954"
11,IndiGo,01/03/2022,NewDelhi,Mumbai,02:00,04:10,Nonstop,"5955"
12,GoFirst,01/03/2022,NewDelhi,Mumbai,02:00,04:15,Nonstop,"5955"
13,IndiGo,01/03/2022,NewDelhi,Mumbai,04:45,07:10,Nonstop,"5955"
14,SpiceJet,01/03/2022,NewDelhi,Mumbai,06:20,08:40,Nonstop,"5955"
15,IndiGo,01/03/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"5955"
16,AirIndia,01/03/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"5955"
17,GoFirst,01/03/2022,NewDelhi,Mumbai,07:00,09:10,Nonstop,"5955"
18,IndiGo,01/03/2022,NewDelhi,Mumbai,07:15,09:25,Nonstop,"5955"
19,SpiceJet,01/03/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"5955"
20,AirIndia,01/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"5955"
21,GoFirst,01/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"5955"
22,IndiGo,01/03/2022,NewDelhi,Mumbai,08:10,10:20,Nonstop,"5955"
23,IndiGo,01/03/2022,NewDelhi,Mumbai,08:45,11:05,Nonstop,"5955"
24,AirIndia,01/03/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"5955"
25,IndiGo,01/03/2022,NewDelhi,Mumbai,09:30,12:00,Nonstop,"5955"
26,GoFirst,01/03/2022,NewDelhi,Mumbai,10:30,12:50,Nonstop,"5955"
27,AirIndia,01/03/2022,NewDelhi,Mumbai,10:40,12:50,Nonstop,"5955"
28,IndiGo,01/03/2022,NewDelhi,Mumbai,10:45,13:05,Nonstop,"5955"
29,IndiGo,01/03/2022,NewDelhi,Mumbai,12:00,14:10,Nonstop,"5955"
30,IndiGo,01/03/2022,NewDelhi,Mumbai,16:00,18:15,Nonstop,"5955"
31,IndiGo,01/03/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"5955"
32,AirIndia,01/03/2022,NewDelhi,Mumbai,18:00,20:00,Nonstop,"5955"
33,IndiGo,01/03/2022,NewDelhi,Mumbai,18:40,20:50,Nonstop,"5955"
34,GoFirst,01/03/2022,NewDelhi,Mumbai,18:50,21:10,Nonstop,"5955"
35,SpiceJet,01/03/2022,NewDelhi,Mumbai,18:55,21:05,Nonstop,"5955"
36,AirIndia,01/03/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"5955"
37,GoFirst,01/03/2022,NewDelhi,Mumbai,19:40,21:55,Nonstop,"5955"
38,SpiceJet,01/03/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"5955"
39,AirIndia,01/03/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"5955"
40,IndiGo,01/03/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"5955"
41,GoFirst,01/03/2022,NewDelhi,Mumbai,21:00,23:15,Nonstop,"5955"
42,IndiGo,01/03/2022,NewDelhi,Mumbai,21:15,23:30,Nonstop,"5955"
43,GoFirst,01/03/2022,NewDelhi,Mumbai,22:30,00:40,Nonstop,"5955"
44,IndiGo,01/03/2022,NewDelhi,Mumbai,23:35,01:45,Nonstop,"5955"
45,IndiGo,01/03/2022,NewDelhi,Mumbai,07:00,14:35,1stopviaJodhpur,"5955"
46,IndiGo,01/03/2022,NewDelhi,Mumbai,07:00,14:35,1stopviaJodhpur,"5955"
47,AirIndia,01/03/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"5955"
48,SpiceJet,01/03/2022,NewDelhi,Mumbai,19:20,23:50,1stopviaJaipur,"5955"
49,IndiGo,01/03/2022,NewDelhi,Mumbai,21:50,08:15,1stopviaJaipur,"5955"
50,AirAsia,01/03/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"5956"
51,Vistara,01/03/2022,NewDelhi,Mumbai,05:45,07:55,Nonstop,"5956"
52,Vistara,01/03/2022,NewDelhi,Mumbai,07:30,09:45,Nonstop,"5956"
53,Vistara,01/03/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"5956"
54,Vistara,01/03/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"5956"
55,Vistara,01/03/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"5956"
56,Vistara,01/03/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"5956"
57,Vistara,01/03/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"5956"
58,Vistara,01/03/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"5956"
59,Vistara,01/03/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"5956"
60,Vistara,01/03/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"6061"
61,Vistara,01/03/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"6061"
62,Vistara,01/03/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"6061"
63,Vistara,01/03/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"6061"
64,Vistara,01/03/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"6061"
65,IndiGo,01/03/2022,NewDelhi,Mumbai,14:20,16:35,Nonstop,"6165"
66,AirAsia,01/03/2022,NewDelhi,Mumbai,19:00,07:15,1stopviaBengaluru,"6181"
67,Vistara,01/03/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"6376"
68,GoFirst,01/03/2022,NewDelhi,Mumbai,14:20,16:35,Nonstop,"6532"
69,GoFirst,01/03/2022,NewDelhi,Mumbai,15:00,17:15,Nonstop,"6532"
70,AirAsia,01/03/2022,NewDelhi,Mumbai,18:35,21:05,Nonstop,"6979"
71,IndiGo,01/03/2022,NewDelhi,Mumbai,05:30,10:55,1stopviaIndore,"7420"
72,IndiGo,01/03/2022,NewDelhi,Mumbai,05:30,10:55,1stopviaIndore,"7420"
73,IndiGo,01/03/2022,NewDelhi,Mumbai,21:20,07:05,1stopviaIndore,"7420"
74,IndiGo,01/03/2022,NewDelhi,Mumbai,09:05,13:15,1stopviaRajkot,"7583"
75,IndiGo,01/03/2022,NewDelhi,Mumbai,07:25,16:05,1stopviaJaipur,"7908"
76,IndiGo,01/03/2022,NewDelhi,Mumbai,14:05,17:55,1stopviaIndore,"7908"
77,IndiGo,01/03/2022,NewDelhi,Mumbai,10:15,17:55,1stopviaIndore,"7908"
78,IndiGo,01/03/2022,NewDelhi,Mumbai,10:00,19:40,"3stopviaKolkata,Aizawl,Guwahati","8003"
79,IndiGo,01/03/2022,NewDelhi,Mumbai,17:55,23:15,1stopviaBhopal,"8318"
80,IndiGo,01/03/2022,NewDelhi,Mumbai,22:15,05:55,1stopviaAhmedabad,"8396"
81,IndiGo,01/03/2022,NewDelhi,Mumbai,10:30,14:35,1stopviaJodhpur,"8738"
82,GoFirst,01/03/2022,NewDelhi,Mumbai,22:00,02:00,1stopviaAhmedabad,"8871"
83,IndiGo,01/03/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"9373"
84,SpiceJet,01/03/2022,NewDelhi,Mumbai,07:45,12:25,1stopviaJabalpur,"9630"
85,Vistara,01/03/2022,NewDelhi,Mumbai,13:20,18:20,1stopviaVaranasi,"10785"
86,IndiGo,01/03/2022,NewDelhi,Mumbai,18:00,22:25,1stopviaIndore,"10838"
87,IndiGo,01/03/2022,NewDelhi,Mumbai,05:15,10:05,1stopviaAhmedabad,"11153"
88,Vistara,01/03/2022,NewDelhi,Mumbai,17:40,23:00,1stopviaHyderabad,"11423"
0,AirAsia,16/03/2022,NewDelhi,Mumbai,20:45,07:15,1stopviaBengaluru,"2400"
1,AirAsia,16/03/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"2400"
2,AirIndia,16/03/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2476"
3,AirIndia,16/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2476"
4,AirIndia,16/03/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2476"
5,AirIndia,16/03/2022,NewDelhi,Mumbai,10:40,12:50,Nonstop,"2476"
6,AirIndia,16/03/2022,NewDelhi,Mumbai,18:00,20:00,Nonstop,"2476"
7,AirIndia,16/03/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"2476"
8,AirIndia,16/03/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2476"
9,AirIndia,16/03/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"2791"
10,AirIndia,16/03/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"2791"
11,AirAsia,16/03/2022,NewDelhi,Mumbai,08:00,20:35,1stopviaBengaluru,"3001"
12,AirAsia,16/03/2022,NewDelhi,Mumbai,16:05,00:35,1stopviaBengaluru,"3001"
13,IndiGo,16/03/2022,NewDelhi,Mumbai,02:00,04:10,Nonstop,"3002"
14,GoFirst,16/03/2022,NewDelhi,Mumbai,02:00,04:15,Nonstop,"3002"
15,AirAsia,16/03/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"3002"
16,IndiGo,16/03/2022,NewDelhi,Mumbai,04:45,07:10,Nonstop,"3002"
17,SpiceJet,16/03/2022,NewDelhi,Mumbai,06:20,08:40,Nonstop,"3002"
18,IndiGo,16/03/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3002"
19,GoFirst,16/03/2022,NewDelhi,Mumbai,07:00,09:10,Nonstop,"3002"
20,IndiGo,16/03/2022,NewDelhi,Mumbai,07:15,09:25,Nonstop,"3002"
21,SpiceJet,16/03/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"3002"
22,GoFirst,16/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
23,IndiGo,16/03/2022,NewDelhi,Mumbai,08:10,10:20,Nonstop,"3002"
24,IndiGo,16/03/2022,NewDelhi,Mumbai,08:45,11:05,Nonstop,"3002"
25,IndiGo,16/03/2022,NewDelhi,Mumbai,09:30,12:00,Nonstop,"3002"
26,GoFirst,16/03/2022,NewDelhi,Mumbai,10:30,12:50,Nonstop,"3002"
27,IndiGo,16/03/2022,NewDelhi,Mumbai,12:00,14:10,Nonstop,"3002"
28,GoFirst,16/03/2022,NewDelhi,Mumbai,14:20,16:35,Nonstop,"3002"
29,IndiGo,16/03/2022,NewDelhi,Mumbai,16:00,18:15,Nonstop,"3002"
30,IndiGo,16/03/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3002"
31,GoFirst,16/03/2022,NewDelhi,Mumbai,18:50,21:10,Nonstop,"3002"
32,SpiceJet,16/03/2022,NewDelhi,Mumbai,18:55,21:05,Nonstop,"3002"
33,GoFirst,16/03/2022,NewDelhi,Mumbai,19:40,21:55,Nonstop,"3002"
34,SpiceJet,16/03/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3002"
35,IndiGo,16/03/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"3002"
36,GoFirst,16/03/2022,NewDelhi,Mumbai,21:00,23:15,Nonstop,"3002"
37,IndiGo,16/03/2022,NewDelhi,Mumbai,21:15,23:30,Nonstop,"3002"
38,IndiGo,16/03/2022,NewDelhi,Mumbai,23:35,01:45,Nonstop,"3002"
39,IndiGo,16/03/2022,NewDelhi,Mumbai,07:00,14:35,1stopviaJodhpur,"3055"
40,IndiGo,16/03/2022,NewDelhi,Mumbai,14:20,16:35,Nonstop,"3173"
41,IndiGo,16/03/2022,NewDelhi,Mumbai,18:40,20:50,Nonstop,"3173"
42,AirIndia,16/03/2022,NewDelhi,Mumbai,06:05,15:50,1stopviaJaipur,"3291"
43,IndiGo,16/03/2022,NewDelhi,Mumbai,10:45,13:05,Nonstop,"3435"
44,Vistara,16/03/2022,NewDelhi,Mumbai,05:45,07:55,Nonstop,"3528"
45,Vistara,16/03/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3528"
46,Vistara,16/03/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3528"
47,IndiGo,16/03/2022,NewDelhi,Mumbai,07:25,16:05,1stopviaJaipur,"3546"
48,IndiGo,16/03/2022,NewDelhi,Mumbai,21:50,08:15,1stopviaJaipur,"3662"
49,Vistara,16/03/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3752"
50,Vistara,16/03/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3752"
51,Vistara,16/03/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3752"
52,Vistara,16/03/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3752"
53,Vistara,16/03/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3752"
54,Vistara,16/03/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3752"
55,Vistara,16/03/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"3752"
56,GoFirst,16/03/2022,NewDelhi,Mumbai,19:55,02:00,1stopviaAhmedabad,"3887"
57,GoFirst,16/03/2022,NewDelhi,Mumbai,19:55,02:00,1stopviaAhmedabad,"3887"
58,SpiceJet,16/03/2022,NewDelhi,Mumbai,06:35,07:25,1stopviaSurat,"3900"
59,IndiGo,16/03/2022,NewDelhi,Mumbai,21:20,07:05,1stopviaIndore,"4064"
60,Vistara,16/03/2022,NewDelhi,Mumbai,07:30,09:45,Nonstop,"4152"
61,Vistara,16/03/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"4152"
62,Vistara,16/03/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"4152"
63,Vistara,16/03/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"4152"
64,Vistara,16/03/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"4152"
65,GoFirst,16/03/2022,NewDelhi,Mumbai,16:40,02:00,1stopviaAhmedabad,"4192"
66,GoFirst,16/03/2022,NewDelhi,Mumbai,15:00,17:15,Nonstop,"4672"
67,IndiGo,16/03/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"4674"
68,IndiGo,16/03/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"4674"
69,IndiGo,16/03/2022,NewDelhi,Mumbai,14:05,22:25,1stopviaIndore,"4748"
70,AirAsia,16/03/2022,NewDelhi,Mumbai,19:00,00:35,1stopviaBengaluru,"4748"
71,SpiceJet,16/03/2022,NewDelhi,Mumbai,19:20,23:50,1stopviaJaipur,"4827"
72,GoFirst,16/03/2022,NewDelhi,Mumbai,16:40,21:25,1stopviaAhmedabad,"4840"
73,IndiGo,16/03/2022,NewDelhi,Mumbai,05:30,10:55,1stopviaIndore,"4967"
74,IndiGo,16/03/2022,NewDelhi,Mumbai,10:15,17:55,1stopviaIndore,"4967"
75,IndiGo,16/03/2022,NewDelhi,Mumbai,09:05,13:15,1stopviaRajkot,"4988"
76,IndiGo,16/03/2022,NewDelhi,Mumbai,14:05,17:55,1stopviaIndore,"5063"
77,AirAsia,16/03/2022,NewDelhi,Mumbai,18:35,21:05,Nonstop,"5132"
78,IndiGo,16/03/2022,NewDelhi,Mumbai,18:30,23:25,1stopviaAhmedabad,"5443"
79,IndiGo,16/03/2022,NewDelhi,Mumbai,18:30,23:25,1stopviaAhmedabad,"5443"
80,GoFirst,16/03/2022,NewDelhi,Mumbai,09:00,15:45,1stopviaLucknow,"5585"
81,IndiGo,16/03/2022,NewDelhi,Mumbai,17:55,23:15,1stopviaBhopal,"5798"
82,AirIndia,16/03/2022,NewDelhi,Mumbai,18:20,23:55,1stopviaHyderabad,"5798"
83,AirAsia,16/03/2022,NewDelhi,Mumbai,08:20,14:10,1stopviaRanchi,"5953"
84,Vistara,16/03/2022,NewDelhi,Mumbai,05:55,11:25,1stopviaBengaluru,"6095"
85,Vistara,16/03/2022,NewDelhi,Mumbai,16:05,21:50,1stopviaBengaluru,"6095"
86,Vistara,16/03/2022,NewDelhi,Mumbai,17:35,23:25,1stopviaBengaluru,"6095"
87,Vistara,16/03/2022,NewDelhi,Mumbai,17:40,23:00,1stopviaHyderabad,"6263"
88,SpiceJet,16/03/2022,NewDelhi,Mumbai,07:45,12:25,1stopviaJabalpur,"8672"
0,IndiGo,31/03/2022,NewDelhi,Mumbai,05:30,10:50,1stopviaIndore,"2302"
1,IndiGo,31/03/2022,NewDelhi,Mumbai,05:30,10:50,1stopviaIndore,"2302"
2,IndiGo,31/03/2022,NewDelhi,Mumbai,05:00,12:35,1stopviaVadodara,"2302"
3,IndiGo,31/03/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"2302"
4,IndiGo,31/03/2022,NewDelhi,Mumbai,21:20,06:55,1stopviaIndore,"2302"
5,IndiGo,31/03/2022,NewDelhi,Mumbai,21:50,07:50,1stopviaJaipur,"2302"
6,AirAsia,31/03/2022,NewDelhi,Mumbai,09:35,20:35,1stopviaBengaluru,"2400"
7,AirAsia,31/03/2022,NewDelhi,Mumbai,08:00,20:35,1stopviaBengaluru,"2400"
8,AirAsia,31/03/2022,NewDelhi,Mumbai,20:00,02:25,1stopviaGoa,"2400"
9,AirAsia,31/03/2022,NewDelhi,Mumbai,12:40,02:25,1stopviaGoa,"2400"
10,AirAsia,31/03/2022,NewDelhi,Mumbai,21:25,07:15,1stopviaBengaluru,"2400"
11,AirIndia,31/03/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2476"
12,AirIndia,31/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2476"
13,AirIndia,31/03/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2476"
14,AirIndia,31/03/2022,NewDelhi,Mumbai,10:00,12:05,Nonstop,"2476"
15,AirIndia,31/03/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"2476"
16,AirIndia,31/03/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2476"
17,AirIndia,31/03/2022,NewDelhi,Mumbai,13:00,15:10,Nonstop,"2791"
18,IndiGo,31/03/2022,NewDelhi,Mumbai,01:15,03:20,Nonstop,"3002"
19,GoFirst,31/03/2022,NewDelhi,Mumbai,02:40,04:55,Nonstop,"3002"
20,AirAsia,31/03/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"3002"
21,GoFirst,31/03/2022,NewDelhi,Mumbai,06:50,08:55,Nonstop,"3002"
22,SpiceJet,31/03/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"3002"
23,GoFirst,31/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
24,SpiceJet,31/03/2022,NewDelhi,Mumbai,08:50,11:00,Nonstop,"3002"
25,IndiGo,31/03/2022,NewDelhi,Mumbai,09:30,11:45,Nonstop,"3002"
26,IndiGo,31/03/2022,NewDelhi,Mumbai,10:45,12:55,Nonstop,"3002"
27,GoFirst,31/03/2022,NewDelhi,Mumbai,10:55,13:10,Nonstop,"3002"
28,GoFirst,31/03/2022,NewDelhi,Mumbai,14:30,16:40,Nonstop,"3002"
29,GoFirst,31/03/2022,NewDelhi,Mumbai,15:45,18:00,Nonstop,"3002"
30,GoFirst,31/03/2022,NewDelhi,Mumbai,18:20,20:35,Nonstop,"3002"
31,SpiceJet,31/03/2022,NewDelhi,Mumbai,18:45,21:05,Nonstop,"3002"
32,GoFirst,31/03/2022,NewDelhi,Mumbai,19:45,22:00,Nonstop,"3002"
33,SpiceJet,31/03/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3002"
34,GoFirst,31/03/2022,NewDelhi,Mumbai,20:50,23:20,Nonstop,"3002"
35,IndiGo,31/03/2022,NewDelhi,Mumbai,07:05,09:15,Nonstop,"3173"
36,IndiGo,31/03/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3173"
37,IndiGo,31/03/2022,NewDelhi,Mumbai,08:45,10:55,Nonstop,"3173"
38,IndiGo,31/03/2022,NewDelhi,Mumbai,12:00,14:05,Nonstop,"3173"
39,IndiGo,31/03/2022,NewDelhi,Mumbai,14:20,16:25,Nonstop,"3173"
40,IndiGo,31/03/2022,NewDelhi,Mumbai,16:00,18:10,Nonstop,"3173"
41,IndiGo,31/03/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3173"
42,IndiGo,31/03/2022,NewDelhi,Mumbai,18:40,20:45,Nonstop,"3173"
43,IndiGo,31/03/2022,NewDelhi,Mumbai,20:00,22:05,Nonstop,"3173"
44,IndiGo,31/03/2022,NewDelhi,Mumbai,21:20,23:25,Nonstop,"3173"
45,IndiGo,31/03/2022,NewDelhi,Mumbai,23:30,01:35,Nonstop,"3173"
46,AirIndia,31/03/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"3211"
47,AirIndia,31/03/2022,NewDelhi,Mumbai,06:05,15:50,1stopviaJaipur,"3291"
48,IndiGo,31/03/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3435"
49,Vistara,31/03/2022,NewDelhi,Mumbai,06:00,08:00,Nonstop,"3528"
50,Vistara,31/03/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3528"
51,Vistara,31/03/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3528"
52,IndiGo,31/03/2022,NewDelhi,Mumbai,07:20,16:05,1stopviaJaipur,"3546"
53,AirAsia,31/03/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"3571"
54,IndiGo,31/03/2022,NewDelhi,Mumbai,10:15,18:05,1stopviaIndore,"3650"
55,IndiGo,31/03/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"3650"
56,AirIndia,31/03/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"3736"
57,Vistara,31/03/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3752"
58,Vistara,31/03/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3752"
59,Vistara,31/03/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3752"
60,Vistara,31/03/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3752"
61,Vistara,31/03/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3752"
62,Vistara,31/03/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3752"
63,Vistara,31/03/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"3752"
64,GoFirst,31/03/2022,NewDelhi,Mumbai,07:30,16:25,1stopviaAhmedabad,"3887"
65,GoFirst,31/03/2022,NewDelhi,Mumbai,07:30,16:25,1stopviaAhmedabad,"3887"
66,GoFirst,31/03/2022,NewDelhi,Mumbai,20:05,02:00,1stopviaAhmedabad,"3887"
67,IndiGo,31/03/2022,NewDelhi,Mumbai,12:45,20:50,1stopviaJaipur,"3955"
68,Vistara,31/03/2022,NewDelhi,Mumbai,07:30,09:45,Nonstop,"4152"
69,Vistara,31/03/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"4152"
70,Vistara,31/03/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"4152"
71,Vistara,31/03/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"4152"
72,Vistara,31/03/2022,NewDelhi,Mumbai,18:55,21:15,Nonstop,"4152"
73,IndiGo,31/03/2022,NewDelhi,Mumbai,22:15,05:45,1stopviaAhmedabad,"4191"
74,IndiGo,31/03/2022,NewDelhi,Mumbai,22:15,05:45,1stopviaAhmedabad,"4191"
75,Vistara,31/03/2022,NewDelhi,Mumbai,17:10,21:35,1stopviaChandigarh,"4381"
76,GoFirst,31/03/2022,NewDelhi,Mumbai,16:45,21:10,1stopviaAhmedabad,"4535"
77,IndiGo,31/03/2022,NewDelhi,Mumbai,19:35,00:15,1stopviaAhmedabad,"4552"
78,IndiGo,31/03/2022,NewDelhi,Mumbai,17:20,00:15,1stopviaAhmedabad,"4552"
79,IndiGo,31/03/2022,NewDelhi,Mumbai,05:30,10:15,1stopviaAhmedabad,"4708"
80,AirIndia,31/03/2022,NewDelhi,Mumbai,17:15,23:50,1stopviaHyderabad,"4748"
81,AirAsia,31/03/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"4748"
82,AirAsia,31/03/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"4748"
83,Vistara,31/03/2022,NewDelhi,Mumbai,13:20,18:20,1stopviaVaranasi,"4968"
84,GoFirst,31/03/2022,NewDelhi,Mumbai,09:00,13:55,1stopviaChandigarh,"5099"
85,AirIndia,31/03/2022,NewDelhi,Mumbai,10:15,15:40,1stopviaVaranasi,"5241"
86,GoFirst,31/03/2022,NewDelhi,Mumbai,16:40,21:20,1stopviaLucknow,"5585"
0,AirIndia,15/04/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2476"
1,AirIndia,15/04/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2476"
2,AirIndia,15/04/2022,NewDelhi,Mumbai,13:00,15:10,Nonstop,"2476"
3,AirIndia,15/04/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"2476"
4,AirIndia,15/04/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2476"
5,AirIndia,15/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2791"
6,AirIndia,15/04/2022,NewDelhi,Mumbai,10:00,12:05,Nonstop,"2791"
7,AirIndia,15/04/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"2791"
8,IndiGo,15/04/2022,NewDelhi,Mumbai,01:15,03:20,Nonstop,"3002"
9,GoFirst,15/04/2022,NewDelhi,Mumbai,02:40,04:55,Nonstop,"3002"
10,IndiGo,15/04/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3002"
11,GoFirst,15/04/2022,NewDelhi,Mumbai,06:50,08:55,Nonstop,"3002"
12,IndiGo,15/04/2022,NewDelhi,Mumbai,07:05,09:15,Nonstop,"3002"
13,IndiGo,15/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
14,GoFirst,15/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
15,IndiGo,15/04/2022,NewDelhi,Mumbai,08:45,10:55,Nonstop,"3002"
16,IndiGo,15/04/2022,NewDelhi,Mumbai,09:30,11:45,Nonstop,"3002"
17,IndiGo,15/04/2022,NewDelhi,Mumbai,10:45,12:55,Nonstop,"3002"
18,GoFirst,15/04/2022,NewDelhi,Mumbai,10:55,13:10,Nonstop,"3002"
19,IndiGo,15/04/2022,NewDelhi,Mumbai,12:00,14:05,Nonstop,"3002"
20,IndiGo,15/04/2022,NewDelhi,Mumbai,14:20,16:25,Nonstop,"3002"
21,GoFirst,15/04/2022,NewDelhi,Mumbai,14:30,16:40,Nonstop,"3002"
